Student_ID,Recommended_Stream,Math,Science,Biology,English,SocialStudies,Language,LogicalReasoning,AnalyticalSkills,NumericalAbility,Creativity,CommunicationSkills,ArtisticSkills,PracticalSkills
432,PCB,60,88,84,78,63,60,78,84,53,50,83,49,67
433,PCB,57,92,89,75,64,58,66,96,47,40,85,47,76
434,PCB,48,97,96,65,72,48,64,90,60,40,96,52,71
435,PCB,49,96,94,67,69,52,80,84,60,49,98,53,73
436,PCB,51,89,95,62,74,52,69,94,48,40,88,50,70
437,PCB,51,93,83,63,61,43,63,99,47,56,84,49,79
438,PCB,48,88,81,74,65,53,70,86,42,51,88,42,76
439,PCB,50,94,93,79,78,40,61,95,50,53,88,43,68
440,PCB,50,82,100,66,67,50,77,95,60,60,90,41,79
441,PCB,48,84,91,73,66,51,62,90,57,47,92,44,70
442,PCB,54,99,80,65,73,52,75,92,59,58,95,55,71
443,PCB,48,95,93,69,75,44,75,99,48,60,82,55,79
444,PCB,55,100,99,79,65,55,74,90,46,49,100,41,68
445,PCB,54,98,88,68,65,51,70,81,40,44,85,47,80
446,PCB,57,98,84,62,80,51,74,99,43,52,81,43,75
447,PCB,46,99,94,63,62,40,71,83,56,48,100,42,77
448,PCB,52,97,86,73,70,43,66,93,45,53,81,42,77
449,PCB,58,85,80,62,69,54,74,89,44,48,81,43,77
450,PCB,45,87,96,64,70,41,67,94,41,49,80,52,61
451,PCB,51,83,85,73,61,49,78,97,50,55,86,53,63
452,PCB,50,99,86,70,63,52,65,88,46,47,80,48,79
453,PCB,56,84,100,76,74,43,79,97,47,41,91,59,78
454,PCB,41,80,84,79,74,49,65,95,45,59,80,52,78
455,PCB,50,94,83,73,78,44,67,89,50,43,93,52,75
456,PCB,51,94,100,75,70,41,72,81,41,40,85,41,70
457,PCB,60,91,85,72,64,48,71,100,57,48,88,58,69
458,PCB,49,89,89,76,61,56,76,99,50,54,90,53,80
459,PCB,44,87,92,68,78,41,70,81,45,44,97,52,66
460,PCB,46,99,87,64,66,44,63,93,47,59,86,40,75
461,PCB,47,92,81,64,73,41,68,94,43,47,82,52,60
462,PCB,47,93,99,72,68,43,60,98,56,42,99,49,74
463,PCB,54,86,86,70,61,55,78,82,40,59,85,60,64
464,PCB,47,98,100,63,78,49,80,93,52,60,92,41,68
465,PCB,47,88,94,61,60,50,71,91,47,54,96,59,72
466,PCB,52,95,94,70,69,59,72,86,43,48,95,49,75
467,PCB,41,83,97,80,70,57,61,96,59,52,96,43,79
468,PCB,44,82,89,68,62,41,80,81,50,42,81,56,64
469,PCB,57,83,94,64,75,53,71,85,58,58,98,54,60
470,PCB,60,86,83,63,62,46,65,81,56,53,88,51,68
471,PCB,58,92,92,74,60,50,72,86,44,40,80,52,63
472,PCB,42,89,83,78,74,40,62,93,60,47,95,60,65
473,PCB,56,82,96,61,67,50,74,91,42,56,82,49,62
474,PCB,56,87,90,64,63,45,73,97,55,52,90,49,71
475,PCB,50,90,81,79,66,47,64,94,53,42,81,58,65
476,PCB,42,84,87,70,72,52,61,89,58,59,82,44,60
477,PCB,56,84,95,75,66,53,63,83,49,46,90,53,72
478,PCB,48,82,98,74,76,60,61,99,45,42,81,45,66
479,PCB,45,80,96,63,61,52,80,89,56,58,85,42,70
480,PCB,59,95,81,63,68,45,70,93,41,42,91,48,72
481,PCB,40,81,83,71,80,57,80,93,48,58,84,45,70
482,PCB,48,82,98,71,72,45,75,96,47,60,90,50,78
483,PCB,43,81,98,80,67,55,63,89,40,45,87,41,78
484,PCB,48,88,96,66,75,59,77,89,49,49,83,42,67
485,PCB,58,86,100,74,72,54,70,93,53,47,85,43,78
486,PCB,57,90,87,71,60,59,70,87,52,47,81,57,80
487,PCB,57,94,86,78,80,48,79,95,54,57,82,49,65
488,PCB,56,92,85,80,80,50,80,97,56,40,94,60,64
489,PCB,59,93,97,77,76,45,66,97,46,53,98,40,72
490,PCB,58,88,84,71,72,57,74,96,53,51,95,60,68
491,PCB,54,82,94,78,66,40,66,94,41,46,93,40,69
492,PCB,45,86,98,72,78,50,67,85,60,53,91,50,72
493,PCB,50,81,84,68,73,54,70,85,53,47,80,60,79
494,PCB,44,93,82,79,60,57,62,91,50,60,89,58,77
495,PCB,52,91,91,61,62,54,77,80,50,40,93,57,66
496,PCB,47,80,94,70,77,43,74,95,47,45,81,45,74
497,PCB,48,80,92,70,67,52,64,80,50,51,96,59,67
498,PCB,52,88,89,62,61,51,64,81,53,57,94,52,70
499,PCB,54,82,99,61,78,60,71,98,43,60,98,59,68
500,PCB,49,80,93,62,72,51,65,80,41,52,94,43,60
501,PCB,60,82,87,71,80,41,79,93,42,51,98,52,74
502,PCB,50,89,89,75,71,54,65,81,48,45,92,53,61
503,PCB,41,90,83,72,69,53,60,89,53,43,88,50,75
504,PCB,46,85,89,78,61,48,79,85,57,59,99,56,74
505,PCB,56,95,88,79,60,59,64,80,42,45,84,51,66
506,PCB,43,80,93,76,79,43,79,93,49,55,87,60,61
507,PCB,41,93,96,70,76,45,75,93,56,42,82,41,69
508,PCB,51,80,88,74,68,59,62,85,40,41,82,47,71
509,PCB,58,81,83,79,72,56,78,98,58,47,88,54,74
510,PCB,45,88,85,61,72,54,70,97,53,42,89,42,61
511,PCB,56,99,92,63,75,56,65,94,40,51,96,42,76
512,PCB,60,86,81,76,69,51,79,100,50,59,93,40,76
513,PCB,54,81,98,60,79,48,65,100,54,40,100,52,74
514,PCB,44,86,98,75,70,50,80,98,48,52,87,42,68
515,PCB,41,92,84,69,68,53,63,83,48,58,95,53,63
516,PCB,40,94,93,67,77,48,62,96,42,47,89,54,63
517,PCB,50,85,83,63,67,59,60,85,46,55,92,57,72
518,PCB,48,96,86,60,60,53,70,100,55,59,99,51,65
519,PCB,41,93,87,72,70,46,74,100,43,52,81,54,77
520,PCB,58,97,94,75,62,51,65,90,41,57,84,43,64
521,PCB,55,99,80,79,72,41,72,96,50,59,81,46,61
522,PCB,53,86,82,61,72,59,67,87,51,45,87,41,70
523,PCB,42,95,96,66,61,51,61,85,48,60,94,56,74
524,PCB,40,96,95,75,70,56,71,82,43,44,80,53,72
525,PCB,51,86,97,79,66,49,66,89,57,54,80,55,70
526,PCB,59,97,80,61,75,50,67,94,48,60,85,45,63
527,PCB,40,85,85,64,72,40,74,82,52,54,94,58,77
528,PCB,40,84,99,75,74,44,61,97,56,57,87,46,76
529,PCB,44,89,89,76,78,60,76,90,41,59,98,50,65
530,PCB,59,80,92,70,61,59,80,96,51,42,91,42,62
531,PCB,55,86,88,73,68,41,80,84,42,52,84,47,67
532,PCB,56,97,85,60,77,53,72,92,46,50,85,57,71
533,PCB,46,98,97,70,76,58,60,96,59,48,94,54,75
534,PCB,49,93,92,77,80,44,68,80,47,55,80,42,60
535,PCB,53,85,97,61,79,54,73,99,50,43,97,46,77
536,PCB,56,83,83,73,73,52,75,95,51,44,100,52,75
537,PCB,50,84,90,73,66,57,71,87,57,59,87,41,73
538,PCB,46,93,93,73,76,51,72,82,59,54,100,45,80
539,PCB,43,93,83,60,75,43,67,85,45,47,80,52,76
540,PCB,40,85,98,66,74,55,75,95,59,50,94,40,68
541,PCB,59,85,92,64,67,42,63,83,43,58,86,53,65
542,PCB,48,83,100,77,72,45,73,84,50,50,86,44,64
543,PCB,53,93,87,61,74,56,62,84,41,52,87,58,76
544,PCB,55,96,85,67,79,55,66,95,49,56,86,46,68
545,PCB,42,99,82,80,74,47,65,80,45,52,98,59,66
546,PCB,56,81,97,62,75,40,79,100,51,56,93,42,78
547,PCB,41,89,89,64,62,53,64,82,56,59,89,57,62
548,PCB,43,85,83,74,67,41,66,82,57,57,81,50,60
549,PCB,42,95,86,75,63,51,64,89,50,53,96,45,65
550,PCB,46,95,96,74,73,59,80,99,50,59,81,44,76
551,PCB,59,85,96,78,67,41,72,96,41,50,86,51,63
552,PCB,44,94,85,67,71,44,69,95,59,57,93,46,61
553,PCB,53,93,83,63,74,59,68,87,46,54,88,60,69
554,PCB,44,80,96,80,76,40,79,90,41,53,91,41,66
555,PCB,40,95,87,77,61,41,70,84,48,58,81,45,64
556,PCB,58,80,91,62,72,47,71,98,43,52,96,54,62
557,PCB,42,80,94,68,74,43,60,84,60,45,87,48,70
558,PCB,45,80,90,79,60,43,73,100,47,42,86,51,76
559,PCB,48,99,86,61,60,56,75,86,46,52,84,49,63
560,PCB,51,82,92,61,80,43,70,87,44,49,87,43,79
561,PCB,54,88,83,65,60,59,70,84,41,55,99,55,72
562,PCB,59,88,91,79,72,60,61,96,49,56,93,47,80
563,PCB,41,92,97,76,71,52,68,82,59,45,90,59,71
564,PCB,43,99,97,67,67,40,60,99,43,49,93,43,73
565,PCB,53,100,83,63,67,45,69,93,47,44,83,59,79
566,PCB,43,84,86,72,63,45,72,85,49,46,82,57,80
567,PCB,41,93,82,65,77,41,73,96,52,52,85,55,80
568,PCB,50,88,81,68,65,59,73,96,45,41,100,60,65
569,PCB,49,91,93,77,77,47,66,93,59,41,92,47,68
570,PCB,59,94,99,64,65,48,73,81,59,48,98,45,67
571,PCB,58,89,96,72,67,55,67,87,55,59,87,49,74
572,PCB,44,90,84,75,77,60,68,94,57,49,85,51,74
573,PCB,47,86,97,62,71,60,60,93,44,46,97,46,63
574,PCB,46,84,91,64,63,53,62,87,54,41,91,57,76
575,PCB,40,89,94,76,67,43,65,98,48,47,99,40,66
576,PCB,52,99,96,64,72,42,67,88,41,44,98,50,60
577,PCB,47,82,89,64,61,49,72,91,43,53,100,48,60
578,PCB,49,96,81,71,75,45,69,81,42,47,98,54,80
579,PCB,42,90,81,69,66,47,68,94,53,60,82,50,78
580,PCB,50,80,87,65,72,57,74,85,47,59,81,55,73
581,PCB,59,100,93,78,77,58,63,89,49,56,92,44,70
582,PCB,47,85,99,74,62,42,62,99,46,42,89,44,77
583,PCB,48,84,86,77,80,40,62,81,45,55,88,54,71
584,PCB,56,100,100,67,61,53,69,84,60,40,90,41,60
585,PCB,57,80,93,79,68,47,78,89,51,59,85,56,66
586,PCB,55,83,86,61,66,50,70,99,43,59,97,46,70
587,PCB,60,94,94,60,61,41,75,85,41,48,80,41,73
588,PCB,59,89,98,77,73,44,62,98,52,55,90,55,67
589,PCB,50,83,83,68,74,55,64,90,45,55,97,58,77
590,PCB,55,94,94,69,71,54,64,83,54,58,93,60,72
591,PCB,45,91,87,73,64,57,77,95,44,42,98,46,75
592,PCB,43,95,84,61,69,53,79,100,46,47,87,53,80
593,PCB,40,98,89,63,71,41,63,98,49,43,95,41,69
594,PCB,51,82,80,75,64,43,74,83,44,52,90,58,79
595,PCB,57,86,94,60,67,45,75,95,44,45,80,53,80
596,PCB,41,95,91,61,73,51,68,80,45,43,88,48,75
597,PCB,51,86,93,63,60,60,80,97,59,45,81,60,62
598,PCB,52,98,92,60,72,55,74,90,54,42,86,59,61
599,PCB,58,84,93,63,67,48,72,86,58,58,95,58,77
600,PCB,59,88,88,70,61,50,80,89,51,51,95,57,61
601,PCB,48,89,97,76,69,57,64,83,58,58,89,53,64
602,PCB,41,95,91,63,67,50,75,89,53,40,89,55,66
603,PCB,42,81,85,65,70,47,76,86,53,46,85,45,73
604,PCB,40,91,81,77,61,51,73,89,57,44,81,42,66
605,PCB,58,86,82,63,74,48,75,81,42,56,99,57,67
606,PCB,53,96,80,72,80,48,62,87,49,48,96,44,80
607,PCB,44,92,86,61,77,46,78,85,58,52,80,48,61
608,PCB,43,91,87,71,62,50,77,80,56,44,88,45,68
609,PCB,56,86,99,67,74,40,77,84,42,57,82,44,78
610,PCB,46,87,81,67,76,55,76,83,53,59,85,44,76
611,PCB,51,85,98,78,64,55,77,92,50,59,94,45,63
612,PCB,49,96,85,75,72,54,71,100,40,49,83,54,73
613,PCB,56,92,90,80,63,51,60,83,56,58,100,54,61
614,PCB,52,84,99,75,72,51,64,83,57,49,96,55,75
615,PCB,51,94,86,64,70,42,68,82,60,54,83,53,78
616,PCB,43,92,80,69,60,56,77,97,42,58,81,59,63
617,PCB,49,83,94,61,60,59,66,98,54,43,91,59,80
618,PCB,50,93,89,80,63,53,71,91,47,46,84,55,62
619,PCB,45,95,97,61,68,41,61,97,49,53,88,43,77
620,PCB,44,95,87,67,62,41,71,83,48,46,90,46,69
621,PCB,55,83,94,63,75,40,63,100,49,48,92,56,70
622,PCB,56,86,84,62,77,47,71,94,48,40,84,41,62
623,PCB,40,92,95,63,72,44,80,93,48,56,82,47,76
624,PCB,48,95,97,65,80,57,62,99,55,47,81,50,60
625,PCB,43,81,80,72,67,47,61,90,41,53,92,57,76
626,PCB,43,99,99,79,76,50,66,96,58,41,94,47,80
627,PCB,59,84,92,60,69,56,62,87,56,41,87,43,73
628,PCB,47,91,94,78,76,48,62,81,42,46,85,59,67
629,PCB,49,90,81,78,78,57,77,98,54,50,85,43,66
630,PCB,42,85,92,71,65,42,68,95,43,47,89,58,79
631,PCB,49,81,95,62,80,59,68,96,50,40,83,54,63
632,PCB,46,94,98,72,68,44,80,93,57,41,96,58,60
633,PCB,51,82,84,65,61,55,77,94,41,58,100,52,65
634,PCB,47,89,93,75,77,59,64,89,46,45,84,43,73
635,PCB,46,88,86,77,75,60,71,96,40,42,80,46,71
636,PCB,56,98,100,74,62,47,61,92,53,45,91,60,70
637,PCB,47,97,96,76,74,60,68,93,57,51,96,54,77
638,PCB,41,94,85,73,73,47,70,86,47,48,93,50,66
639,PCB,54,100,90,73,67,45,64,89,59,60,96,56,69
640,PCB,54,98,90,69,61,45,69,91,53,48,85,41,79
641,PCB,41,97,87,74,76,57,71,89,56,41,99,60,70
642,PCB,46,95,87,75,66,60,60,84,43,46,100,46,71
643,PCB,52,89,99,71,65,47,68,100,55,40,83,56,74
644,PCB,42,100,95,60,67,49,73,98,49,58,84,47,67
645,PCB,42,100,97,63,60,56,63,87,42,55,90,50,77
646,PCB,59,92,95,64,71,44,79,98,56,55,89,44,65
647,PCB,41,93,100,62,72,60,68,90,51,60,89,50,69
648,PCB,54,97,80,69,73,45,72,80,50,57,95,59,75
649,PCB,43,89,99,65,67,54,60,87,52,54,99,41,75
650,PCB,54,84,88,66,77,43,74,100,60,59,85,50,75
651,PCB,57,88,85,80,71,46,79,98,48,55,86,56,73
652,PCB,51,90,89,60,61,44,79,83,41,43,80,59,63
653,PCB,44,88,92,66,73,57,66,85,46,45,81,56,69
654,PCB,51,80,92,80,61,43,65,98,43,56,93,44,70
655,PCB,54,99,81,77,63,60,76,93,43,58,87,54,70
656,PCB,59,93,92,72,77,50,69,88,40,53,91,49,60
657,PCB,56,90,88,73,77,41,65,95,57,58,97,58,63
658,PCB,48,91,96,79,64,40,69,82,46,54,93,53,77
659,PCB,49,88,99,64,63,47,78,92,58,47,91,40,72
660,PCB,43,99,100,76,65,59,76,95,54,60,82,46,73
661,PCB,58,99,89,71,73,52,69,81,54,52,99,54,63
662,PCB,44,99,89,72,73,45,76,87,58,52,99,59,68
663,PCB,45,92,96,79,77,54,74,86,49,44,81,41,72
664,PCB,47,89,98,73,79,47,79,93,60,41,92,40,67
665,PCB,53,85,87,68,64,49,78,84,60,56,81,40,74
666,PCB,58,94,94,66,72,59,75,96,60,59,81,47,71
667,PCB,57,80,89,78,63,57,77,85,47,46,100,41,66
668,PCB,55,96,80,62,60,42,72,81,43,40,84,53,60
669,PCB,55,85,91,61,68,56,75,93,59,56,81,51,77
670,PCB,45,81,84,73,60,44,63,94,59,59,93,54,76
671,PCB,55,89,94,74,63,58,65,89,50,47,83,41,74
672,PCB,49,87,85,68,65,54,62,87,58,55,88,58,79
673,PCB,46,100,81,79,60,58,63,100,55,50,99,41,65
674,PCB,52,95,83,60,68,44,80,87,55,46,98,43,70
675,PCB,48,86,98,78,63,55,67,88,56,42,93,53,72
676,PCB,40,82,81,67,66,50,77,98,40,55,96,57,67
677,PCB,44,98,87,77,73,49,67,87,51,56,80,55,64
678,PCB,54,96,90,60,72,57,62,94,57,45,85,40,65
679,PCB,54,88,88,65,74,55,64,95,59,57,89,47,80
680,PCB,55,95,98,68,77,49,75,89,55,47,97,56,70
681,PCB,42,100,98,61,63,43,80,100,48,56,80,46,74
682,PCB,42,83,81,78,65,52,74,92,51,58,81,46,75
683,PCB,45,95,87,72,78,59,66,99,45,46,98,53,66
684,PCB,40,89,91,72,72,49,61,98,60,53,85,41,77
685,PCB,47,85,99,67,69,53,77,89,50,48,83,59,62
686,PCB,44,85,94,80,65,48,63,80,59,52,98,47,70
687,PCB,51,90,97,80,74,59,77,92,54,51,93,57,65
688,PCB,60,87,93,64,72,53,60,80,60,58,98,57,77
689,PCB,53,99,85,78,75,57,69,95,42,60,85,42,68
690,PCB,53,95,92,74,76,52,60,96,43,58,88,41,61
691,PCB,57,95,98,73,68,44,65,87,41,41,94,52,60
692,PCB,40,86,95,76,80,55,63,96,52,47,94,53,66
693,PCB,42,94,89,61,72,49,71,82,42,51,92,55,70
694,PCB,53,100,86,80,69,48,65,96,50,45,81,45,64
695,PCB,58,94,88,76,77,54,75,85,57,56,84,58,70
696,PCB,46,98,92,74,74,52,60,92,45,46,81,59,63
697,PCB,40,94,100,63,71,59,74,84,48,58,96,43,64
698,PCB,48,100,97,62,62,49,60,86,50,41,88,51,62
699,PCB,51,98,93,67,61,52,63,96,50,59,100,55,80
700,PCB,54,86,92,65,66,50,64,80,42,43,81,56,70
701,PCB,58,83,96,63,76,51,75,85,52,45,95,54,61
702,PCB,45,93,96,72,68,43,75,80,45,49,93,50,78
703,PCB,44,84,99,60,76,58,65,85,54,47,93,51,79
704,PCB,45,89,99,64,61,53,65,85,60,49,95,52,71
705,PCB,54,99,94,75,71,48,71,100,42,56,91,48,75
706,PCB,49,85,84,60,64,57,77,98,47,49,82,46,70
707,PCB,57,83,99,79,61,48,66,81,53,43,82,46,65
708,PCB,40,100,83,80,79,52,63,95,56,45,89,54,75
709,PCB,47,94,97,68,69,48,75,87,56,48,88,60,71
710,PCB,59,86,83,70,61,54,76,82,59,40,95,44,73
711,PCB,53,81,80,74,73,40,75,100,44,46,94,44,60
712,PCB,54,89,94,73,62,49,64,90,59,43,90,43,71
713,PCB,46,89,92,72,73,60,75,88,52,46,90,48,76
714,PCB,49,95,95,63,67,47,80,90,47,55,82,51,61
715,PCB,41,88,94,80,65,50,68,83,51,57,80,41,64
716,PCB,47,97,100,75,73,44,67,96,46,48,85,40,72
717,PCB,49,80,81,61,72,50,62,92,60,51,85,42,73
718,PCB,42,80,94,62,80,53,68,96,58,52,81,56,74
719,PCB,52,99,92,79,71,42,75,89,53,46,88,50,67
720,PCB,43,93,99,80,61,50,66,84,49,47,85,60,68
721,PCB,41,84,94,68,79,47,64,90,44,42,86,55,73
722,PCB,53,80,88,75,71,43,71,100,53,48,80,46,80
723,PCB,42,95,85,74,73,54,77,100,55,40,90,51,66
724,PCB,57,91,85,75,71,51,69,84,53,45,99,51,72
725,PCB,56,86,90,80,65,59,74,80,52,47,91,54,78
726,PCB,47,99,83,67,79,53,68,83,55,50,89,49,73
727,PCB,60,93,92,66,70,41,70,89,45,52,84,51,72
728,PCB,45,88,99,65,78,42,65,88,56,58,98,60,70
729,PCB,43,80,91,60,60,58,64,83,55,48,99,54,65
730,PCB,45,97,86,70,60,58,61,88,42,43,92,60,63
731,PCB,58,86,95,73,70,49,67,92,60,45,93,42,64
732,PCB,45,94,85,65,79,60,64,84,59,54,88,47,69
733,PCB,42,98,92,70,77,47,77,84,57,41,89,54,77
734,PCB,42,82,98,76,61,41,71,85,52,50,97,60,75
735,PCB,41,90,82,80,60,40,65,88,53,54,95,59,66
736,PCB,41,88,85,78,70,60,77,94,49,51,83,51,76
737,PCB,45,97,98,66,77,40,80,94,57,58,81,53,72
738,PCB,58,87,97,68,80,58,62,80,41,59,99,54,77
739,PCB,47,94,99,71,61,49,75,91,57,60,90,50,72
740,PCB,43,92,93,79,69,59,67,90,54,59,91,44,68
741,PCB,52,84,99,70,78,54,74,97,57,56,95,43,69
742,PCB,48,88,97,67,76,41,66,80,60,47,92,59,68
743,PCB,42,98,90,61,60,49,79,85,54,42,98,42,69
744,PCB,58,90,96,78,64,41,77,94,44,55,97,47,79
745,PCB,58,97,82,80,68,58,76,80,43,54,94,60,80
746,PCB,60,90,95,79,71,42,71,82,59,42,92,60,73
747,PCB,44,100,82,61,60,58,61,90,46,57,92,44,60
748,PCB,41,81,92,61,68,48,75,88,41,51,97,50,72
749,PCB,58,99,99,72,70,50,60,95,55,42,88,44,69
750,PCB,48,85,95,72,70,45,60,96,59,43,93,44,74
751,PCB,58,81,85,74,80,53,71,80,54,57,80,43,64
752,PCB,60,92,95,60,74,40,63,80,54,59,90,54,67
753,PCB,41,89,96,77,70,54,75,93,47,49,86,50,67
754,PCB,58,80,98,73,62,46,71,95,42,56,88,47,60
755,PCB,57,93,82,72,63,57,78,86,55,57,88,60,68
756,PCB,47,98,100,77,69,43,66,95,54,50,95,51,68
757,PCB,45,84,88,65,72,54,70,81,59,41,99,53,66
758,PCB,42,83,87,63,75,54,66,92,46,52,92,50,64
759,PCB,55,84,87,75,78,60,80,83,60,42,86,50,64
760,PCB,59,87,95,75,78,45,61,83,60,58,100,51,78
761,PCB,59,95,90,63,77,57,61,84,54,47,84,40,74
762,PCB,40,95,97,79,60,58,64,92,41,43,81,48,60
763,PCB,56,89,95,76,60,47,79,92,47,52,92,57,72
764,PCB,41,82,100,70,67,54,60,86,58,53,98,43,73
765,PCB,54,97,94,74,78,51,73,91,53,56,86,49,60
766,PCB,43,97,91,61,66,60,74,81,51,51,80,48,79
767,PCB,59,95,83,77,60,52,77,89,51,59,92,46,73
768,PCB,50,91,100,78,65,45,63,96,52,59,80,41,61
769,PCB,60,93,95,63,64,50,74,94,54,53,88,44,67
770,PCB,40,87,90,60,75,43,67,95,48,53,99,44,78
771,PCB,40,83,80,74,76,42,62,97,48,51,92,53,74
772,PCB,41,99,98,61,80,54,62,85,44,43,85,50,72
773,PCB,48,100,96,76,75,49,74,81,40,49,90,40,75
774,PCB,42,90,88,68,77,42,74,96,40,47,86,58,61
775,PCB,50,99,90,73,73,46,78,81,55,52,95,48,64
776,PCB,49,96,93,64,71,43,65,86,52,54,95,41,64
777,PCB,44,87,97,62,68,58,63,88,53,53,88,44,64
778,PCB,52,83,83,63,65,55,65,98,55,55,100,51,70
779,PCB,60,89,80,61,68,50,68,85,54,41,88,42,67
780,PCB,59,99,83,70,60,57,60,80,56,47,100,52,70
781,PCB,55,94,95,76,73,44,66,90,41,42,81,56,62
782,PCB,59,96,80,78,78,45,69,97,58,44,86,58,71
783,PCB,56,92,81,71,60,55,60,93,48,58,98,44,63
784,PCB,47,98,99,60,75,43,79,98,58,55,95,48,60
785,PCB,54,90,98,76,75,43,72,100,49,58,92,49,66
786,PCB,53,100,81,71,66,44,61,97,53,60,85,45,73
787,PCB,60,86,91,63,70,45,62,86,56,55,86,52,71
788,PCB,45,89,98,75,79,43,65,94,47,53,91,51,77
789,PCB,47,93,83,69,65,46,62,81,51,53,81,60,62
790,PCB,60,85,91,68,61,60,76,93,41,49,89,48,68
791,PCB,54,82,100,80,64,42,72,86,49,50,84,52,73
792,PCB,56,95,82,64,74,60,71,83,52,51,85,57,78
793,PCB,54,80,91,61,69,53,72,99,60,58,80,58,63
794,PCB,58,80,87,77,76,51,67,100,46,49,82,40,68
795,PCB,48,84,90,65,60,56,70,97,52,58,80,58,76
796,PCB,57,99,93,72,80,49,75,87,58,47,90,49,67
797,PCB,51,91,87,66,80,48,63,94,41,47,94,46,77
798,PCB,41,97,85,74,71,54,74,97,48,56,93,42,61
799,PCB,48,98,92,76,63,45,62,85,57,43,86,53,61
800,PCB,52,84,92,73,71,40,70,81,58,42,98,47,77
801,Commerce,98,56,59,68,84,69,99,98,50,52,60,54,62
802,Commerce,86,60,55,65,91,79,83,93,44,42,60,42,78
803,Commerce,84,58,47,66,88,80,83,86,55,44,71,44,65
804,Commerce,95,47,41,80,89,71,100,92,52,53,68,55,77
805,Commerce,82,52,41,60,82,79,100,97,58,42,80,53,74
806,Commerce,84,56,46,72,98,80,94,89,53,46,66,56,70
807,Commerce,86,49,41,80,82,66,100,91,58,55,62,50,65
808,Commerce,87,60,45,63,82,69,87,87,56,58,62,56,65
809,Commerce,91,41,59,64,98,75,91,84,54,53,79,53,80
810,Commerce,83,44,60,69,96,66,97,86,50,60,69,52,70
811,Commerce,82,43,58,78,84,73,81,87,45,56,77,41,71
812,Commerce,90,49,45,71,88,69,89,80,55,52,72,42,61
813,Commerce,95,49,60,71,95,60,86,80,50,55,71,51,60
814,Commerce,85,56,54,78,99,72,83,93,40,40,64,53,67
815,Commerce,85,43,53,69,81,72,96,93,48,53,64,51,80
816,Commerce,90,55,45,74,89,64,91,81,51,47,75,52,64
817,Commerce,93,41,49,61,84,79,93,94,44,57,69,48,69
818,Commerce,84,54,48,80,94,67,86,100,45,45,68,60,77
819,Commerce,95,42,42,73,89,62,92,88,52,59,72,51,69
820,Commerce,83,52,53,67,94,77,84,87,46,41,63,44,78
821,Commerce,91,60,51,64,93,78,84,84,43,51,74,60,77
822,Commerce,87,45,50,72,92,68,81,87,55,60,68,55,79
823,Commerce,88,59,58,75,80,80,100,91,54,46,66,58,68
824,Commerce,90,42,44,68,88,72,86,87,50,55,79,53,69
825,Commerce,93,46,49,80,87,70,81,93,40,42,62,46,65
826,Commerce,93,49,49,79,94,64,87,84,51,44,71,55,73
827,Commerce,92,43,45,78,90,75,81,95,52,56,60,45,69
828,Commerce,100,43,40,64,96,62,88,91,58,44,60,42,61
829,Commerce,80,59,48,69,100,74,99,82,42,49,66,53,74
830,Commerce,93,52,57,74,84,61,97,88,56,55,79,50,77
831,Commerce,96,50,56,63,94,66,100,83,41,60,67,60,70
832,Commerce,87,49,41,75,99,63,84,94,58,57,71,59,75
833,Commerce,83,59,60,62,88,60,100,96,46,50,65,48,66
834,Commerce,87,60,50,80,99,65,87,82,45,57,79,43,65
835,Commerce,83,59,56,66,94,80,97,94,43,48,68,55,60
836,Commerce,90,42,46,70,83,70,92,94,58,59,74,40,64
837,Commerce,92,41,42,60,98,70,88,90,50,60,62,48,63
838,Commerce,92,43,43,77,83,71,94,85,48,44,70,56,79
839,Commerce,95,57,52,75,81,70,89,93,45,50,72,52,60
840,Commerce,82,59,54,68,94,79,88,88,54,54,76,58,76
841,Commerce,97,41,42,61,99,66,90,92,59,44,64,40,78
842,Commerce,98,51,59,71,86,75,82,83,41,42,75,57,68
843,Commerce,87,52,49,74,80,76,80,84,47,60,65,46,68
844,Commerce,94,53,60,69,85,70,87,91,50,43,62,46,78
845,Commerce,94,50,57,67,87,66,94,85,44,40,74,45,71
846,Commerce,95,45,57,71,91,65,95,93,53,44,79,44,78
847,Commerce,97,60,54,76,98,74,81,89,49,46,78,58,64
848,Commerce,100,56,44,80,85,76,86,95,49,60,71,51,71
849,Commerce,85,42,47,72,84,63,80,96,50,58,74,54,72
850,Commerce,82,59,42,76,89,69,88,89,53,40,66,46,76
851,Commerce,87,52,47,72,95,60,98,83,45,60,75,60,67
852,Commerce,92,57,55,71,93,65,95,84,59,47,65,53,68
853,Commerce,97,42,47,78,86,80,83,90,44,52,78,55,77
854,Commerce,91,50,45,61,82,66,82,82,45,58,72,48,66
855,Commerce,100,55,43,74,90,70,99,89,41,53,66,45,63
856,Commerce,82,50,44,62,87,60,85,83,46,40,78,60,64
857,Commerce,89,59,50,73,86,73,90,91,47,46,69,44,68
858,Commerce,96,53,47,68,92,76,84,100,56,55,63,59,66
859,Commerce,99,44,43,79,81,73,84,98,53,46,72,58,73
860,Commerce,94,55,52,76,100,66,81,88,40,48,69,49,62
861,Commerce,96,40,43,69,89,61,98,87,47,42,78,42,67
862,Commerce,87,58,57,73,91,71,83,96,49,47,66,54,80
863,Commerce,90,56,44,75,82,80,83,92,43,43,76,40,67
